9471,1947.703
7688,1934.903
10471,1797.107
8765,1800.752
7858,1778.914
7923,1970.697
8502,1603.398
7430,1803.478
7213,1737.247
7749,1854.21
11168,1866.844
7770,1875.598
7164,1792.368
7795,1848.308
8505,1980.832
7662,1764.535
6965,1744.352
7124,1677.935
9068,1646.173
6669,1719.555
9269,1858.887
9924,1835.329
7354,1667.261
9418,1804.411
8821,1747.518
8796,1734.226
8403,1730.329
6845,1733.811
6966,1697.367
7092,1812.198
6797,1753.13
8605,1747.54
6883,1825.261
7503,1849.545
7203,1667.388
6426,1802.459
8981,1803.58
7320,1691.221
8005,1870.756
7840,1734.821
7407,1765.361
8463,1752.822
8749,1791.194
7872,1948.381
8263,1846.734
8914,1701.101
7940,1745.623
8397,1815.915
7390,1732.308
8018,1804.172
